split,held_out,model,subset,fit_predict_seconds,n_test,rmse,mae,r2,pearson,spearman
lodo_000,RUXOLITINIB,extra_trees,all,0.3345069885253906,9660,448.30151609744377,55.18866358316335,-413.5587355812932,0.000525244574602689,0.23006261160847385
lodo_000,RUXOLITINIB,extra_trees,central_abs_le_100,0.3345069885253906,9599,449.4445921532892,54.552874454887416,-1709.369772615387,0.0015934389229340811,0.22114714849270775
lodo_000,RUXOLITINIB,extra_trees,exactly_one_unseen,0.3345069885253906,9660,448.30151609744377,55.18866358316335,-413.5587355812932,0.000525244574602689,0.23006261160847385
lodo_000,RUXOLITINIB,xgboost,all,0.30931806564331055,9660,4492.687553760251,267.90750626993685,-41633.953951681586,0.0721169943148613,0.05520844110796407
lodo_000,RUXOLITINIB,xgboost,central_abs_le_100,0.30931806564331055,9599,4477.379393280517,260.4404430855554,-169739.5036328936,0.13618224217089223,0.05082573907628003
lodo_000,RUXOLITINIB,xgboost,exactly_one_unseen,0.30931806564331055,9660,4492.687553760251,267.90750626993685,-41633.953951681586,0.0721169943148613,0.05520844110796407
lodo_000,RUXOLITINIB,ridge_clip_train,all,0.14104199409484863,9660,22.209020384071277,9.97150377191411,-0.017429817601056108,0.23362959115281184,0.3439339747664505
lodo_000,RUXOLITINIB,ridge_clip_train,central_abs_le_100,0.14104199409484863,9599,13.126524469207892,8.837416838608629,-0.4589392190376691,0.3026348220192915,0.3363769712964864
lodo_000,RUXOLITINIB,ridge_clip_train,exactly_one_unseen,0.14104199409484863,9660,22.209020384071277,9.97150377191411,-0.017429817601056108,0.23362959115281184,0.3439339747664505
lodo_000,RUXOLITINIB,xgboost_clip_train,all,0.32936978340148926,9660,21.504684417239545,8.25162947767663,0.0460803322052048,0.22209604157985263,0.2933878688107206
lodo_000,RUXOLITINIB,xgboost_clip_train,central_abs_le_100,0.32936978340148926,9599,10.957290373769037,7.050040691426983,-0.016585792446549785,0.2776312375173574,0.2832392016827866
lodo_000,RUXOLITINIB,xgboost_clip_train,exactly_one_unseen,0.32936978340148926,9660,21.504684417239545,8.25162947767663,0.0460803322052048,0.22209604157985263,0.2933878688107206
lodo_001,TEMOZOLOMIDE,mean,all,0.0003161430358886719,9253,69.02714364117593,68.24326571996903,-42.163253550391964,,
lodo_001,TEMOZOLOMIDE,mean,central_abs_le_100,0.0003161430358886719,9251,69.03298298857263,68.25106263504091,-43.030510645969855,,
lodo_001,TEMOZOLOMIDE,mean,exactly_one_unseen,0.0003161430358886719,8562,69.57704102622644,68.92825274347688,-51.694223942738944,,
lodo_001,TEMOZOLOMIDE,median,all,0.0018911361694335938,9253,10.716099207140985,6.332815222090132,-0.04027418029535568,,
lodo_001,TEMOZOLOMIDE,median,central_abs_le_100,0.0018911361694335938,9251,10.610736371676202,6.312022402983461,-0.04023506899891727,,
lodo_001,TEMOZOLOMIDE,median,exactly_one_unseen,0.0018911361694335938,8562,9.689107476215401,5.63139094253679,-0.021877058570614283,,
lodo_001,TEMOZOLOMIDE,ridge,all,0.12731194496154785,9253,1735.0014463148261,451.9709071576605,-27268.303818536937,0.07310105537492485,0.0367297829226769
lodo_001,TEMOZOLOMIDE,ridge,central_abs_le_100,0.12731194496154785,9251,1735.1762056041573,451.98311669683585,-27817.109299710184,0.07398963773268386,0.03676800107623921
lodo_001,TEMOZOLOMIDE,ridge,exactly_one_unseen,0.12731194496154785,8562,1792.4163242710797,431.35041523030253,-34970.06703454079,0.07123435332509098,-0.0559406862875677
lodo_001,TEMOZOLOMIDE,random_forest,all,0.4692521095275879,9253,390.55002298217073,56.610785264127465,-1380.7443699533897,0.04080105179272058,0.2538286728847575
lodo_001,TEMOZOLOMIDE,random_forest,central_abs_le_100,0.4692521095275879,9251,390.59171726993645,56.613649134401946,-1408.5695232559838,0.041206812456960895,0.25343057867486485
lodo_001,TEMOZOLOMIDE,random_forest,exactly_one_unseen,0.4692521095275879,8562,405.74445668042654,57.24828081594733,-1790.9929341025907,0.04638459504763695,0.19993264361159632
lodo_001,TEMOZOLOMIDE,extra_trees,all,0.34997010231018066,9253,422.856308667911,52.951886671411735,-1618.7947867492471,0.04807270016122523,0.241126622049985
lodo_001,TEMOZOLOMIDE,extra_trees,central_abs_le_100,0.34997010231018066,9251,422.9013703113268,52.952473801409134,-1651.4130902463667,0.04856764775620392,0.2407239031092012
lodo_001,TEMOZOLOMIDE,extra_trees,exactly_one_unseen,0.34997010231018066,8562,439.4057943948253,53.836573961316624,-2100.660983428157,0.05525725208701207,0.18498927727077968
lodo_001,TEMOZOLOMIDE,xgboost,all,0.3318789005279541,9253,797.2130682463206,38.20012539328362,-5756.357356264823,0.0669913469614052,0.042566245275948114
lodo_001,TEMOZOLOMIDE,xgboost,central_abs_le_100,0.3318789005279541,9251,797.2981600718739,38.189094132866785,-5872.297040659058,0.06772766723490552,0.042593698571094726
lodo_001,TEMOZOLOMIDE,xgboost,exactly_one_unseen,0.3318789005279541,8562,828.7456320698783,40.27668602733349,-7475.074275238645,0.07867899017789692,0.046364510657151095
lodo_001,TEMOZOLOMIDE,ridge_clip_train,all,0.1446552276611328,9253,10.305664876007071,6.28018307848616,0.03788629771446783,0.2972145725465485,0.22252980275689635
lodo_001,TEMOZOLOMIDE,ridge_clip_train,central_abs_le_100,0.1446552276611328,9251,10.196593298064748,6.25944220941175,0.039382184599978665,0.29980781443862786,0.22254656213478335
lodo_001,TEMOZOLOMIDE,ridge_clip_train,exactly_one_unseen,0.1446552276611328,8562,9.281697528911065,5.611949828254445,0.06225247694446712,0.3084807502504827,0.19877701962958658
lodo_001,TEMOZOLOMIDE,xgboost_clip_train,all,0.31743383407592773,9253,10.413197773064478,6.286744278338604,0.017703487984181976,0.24062839846923292,0.11430384490106688
lodo_001,TEMOZOLOMIDE,xgboost_clip_train,central_abs_le_100,0.31743383407592773,9251,10.305715869262153,6.266046769234428,0.018711359577287867,0.24260504443258368,0.11425354343305778
